id,cable_id,description,name,color,coordinates,length,rfs,owners,url,col10
fibra-optica-austral,1922,"[{""landing_point_id"":9427,""name"":""Puerto Montt, Chile"",""latlon"":""-41.460371,-72.953413""},{""landing_point_id"":17032,""name"":""Puerto Williams, Chile"",""latlon"":""-54.935194,-67.605857""},{""landing_point_id"":15180,""name"":""Punta Arenas, Chile"",""latlon"":""-53.166664,-70.933334""},{""landing_point_id"":17033,""name"":""Tortel, Chile"",""latlon"":""-47.801213,-73.536885""}]",Fibra Optica Austral,#b6b8ba,"<MultiGeometry><LineString><coordinates>-71.5498750780533,-53.3607917383814,0 -71.2123753171413,-53.2936017976578,0 -70.9333349874723,-53.1666620520969,0</coordinates></LineString><LineString><coordinates>-76.0498718902133,-47.9481580039554,0 -75.1498725277813,-47.8727503130915,0 -74.6998728465653,-47.797232730668,0 -74.2498731653493,-47.797232730668,0 -73.5368853891865,-47.8012178483799,0</coordinates></LineString><LineString><coordinates>-72.9534141228356,-41.4603716035757,0 -73.3498738029173,-41.6512669765935,0 -73.7998734841333,-41.7352724834683,0 -74.2498731653493,-41.9029542709986,0 -75.1498725277813,-43.5555762736132,0 -76.0498718902133,-46.728433187427,0 -76.0498718902133,-47.9481580039554,0 -75.5998722089973,-51.718874274733,0 -75.1498725277813,-52.273010201566,0 -74.1373732450453,-52.820304304805,0 -72.8998741217013,-53.1589042914128,0 -71.5498750780533,-53.3607917383814,0 -71.0998753968373,-53.8945096571937,0 -70.1998760344053,-54.4214971154056,0 -68.8498769907573,-54.9417949668615,0 -68.1748774689333,-55.0063639369201,0 -67.6058593173435,-54.9352033204909,0</coordinates></LineString></MultiGeometry>","3,000 km",2020,Subtel,http://foa.subtel.cl/,
sabr,1929,"[{""landing_point_id"":3921,""name"":""Cape Town, South Africa"",""latlon"":""-33.919164,18.421934""},{""landing_point_id"":3352,""name"":""Recife, Brazil"",""latlon"":""-8.055333,-34.871974""}]",SABR,#b6b8ba,"<MultiGeometry><LineString><coordinates>-34.8719713735244,-8.05532270368685,0 -32.3999028122609,-9.29042430103552,0 -26.5499069564529,-13.6989872696108,0 -19.7999117382128,-18.8801399751012,0 -5.39992193930072,-27.1538312853916,0 1.80007296015533,-30.3099533446468,0 14.4000640342034,-33.3676367639474,0 16.6500624402835,-33.6490453774241,0 17.5500618027155,-33.8361419073693,0 18.4499146808762,-33.6933186812542,0</coordinates></LineString></MultiGeometry>",n.a.,2019,Seaborn Group,,
djibouti-africa-regional-express-dare,1863,"[{""landing_point_id"":10093,""name"":""Berbera, Somalia"",""latlon"":""10.435112,45.010874""},{""landing_point_id"":16373,""name"":""Bosaso, Somalia"",""latlon"":""11.275566,49.187922""},{""landing_point_id"":4177,""name"":""Djibouti City, Djibouti"",""latlon"":""11.594682,43.147984""},{""landing_point_id"":4255,""name"":""Mogadishu, Somalia"",""latlon"":""2.041195,45.344174""},{""landing_point_id"":5896,""name"":""Mombasa, Kenya"",""latlon"":""-4.053211,39.672790""}]",Djibouti Africa Regional Express (DARE),#b6b8ba,"<MultiGeometry><LineString><coordinates>45.3441827380994,2.04120210021398,0 46.8000410817557,2.14308717847198,0 48.6000398066198,1.46842676733213,0</coordinates></LineString><LineString><coordinates>49.1879300151528,11.2755557107515,0 48.8250396472278,11.7356501614058,0 48.6000398066198,12.0658952735704,0</coordinates></LineString><LineString><coordinates>45.0108821929627,10.4351158293461,0 45.4500420381077,11.1843670664368,0</coordinates></LineString><LineString><coordinates>44.5500426756757,11.4050091475329,0 45.4500420381077,11.1843670664368,0 48.6000398066198,12.0658952735704,0 52.6500369375638,12.944533868663,0 54.0000359812118,13.2732381575476,0 54.9000353436438,12.6153955673934,0 54.4500356624278,9.52441134501959,0 51.7500375751318,5.51007171180323,0 48.6000398066198,1.46842676733213,0 45.6750418787157,-1.4562535667683,0 42.3000442695957,-3.70382647066819,0 39.672897693191,-4.05292670265018,0</coordinates></LineString><LineString><coordinates>44.5500426756757,11.4050091475329,0 43.6500433132437,11.5977153411812,0 43.1479928876509,11.5948693714478,0</coordinates></LineString></MultiGeometry>","5,400 km",May 2018,"Djibouti Telecom,  Africa Marine Express,  Telesom,  Hormuud Telecom Somalia,  Golis Telecommunications,  Somtel International",,
peace-cable,1923,"[{""landing_point_id"":4177,""name"":""Djibouti City, Djibouti"",""latlon"":""11.594682,43.147984""},{""landing_point_id"":16371,""name"":""Gwadar, Pakistan"",""latlon"":""25.132261,62.324977""},{""landing_point_id"":3259,""name"":""Karachi, Pakistan"",""latlon"":""24.889683,67.028539""},{""landing_point_id"":5896,""name"":""Mombasa, Kenya"",""latlon"":""-4.053016,39.672839""}]",PEACE Cable,#b6b8ba,"<MultiGeometry><LineString><coordinates>65.2500280116119,22.8846541138825,0 63.0000296055319,24.5326575661607,0 62.3249812556174,25.1322586950292,0</coordinates></LineString><LineString><coordinates>55.3500350248598,13.9293038432719,0 55.1250351842518,12.6153955673934,0 54.9000353436438,9.52441134501959,0 52.6500369375638,5.51007171180323,0 49.5000391690517,1.46842676733213,0 45.9000417193237,-1.68116893590504,0 42.3000442695957,-3.92832730414261,0 39.672897693191,-4.05292670265018,0</coordinates></LineString><LineString><coordinates>67.0285423766957,24.8897284412775,0 65.2500280116119,22.8846541138825,0 64.3500286491799,20.3750412534655,0 60.9750310400598,16.9651025994359,0 58.9500324745879,15.6695132251553,0 55.3500350248598,13.9293038432719,0 48.6000398066198,12.2858335562684,0 45.4500420381077,11.4050091475329,0 44.5500426756757,11.6254799595698,0 43.6500433132437,11.6528592368089,0 43.1479928876509,11.5948693714478,0</coordinates></LineString></MultiGeometry>","6,200 km",Q4 2019,"Tropic Science Co.,  China-ASEAN Information Harbor Co. Ltd.",,
jupiter,1928,"[{""landing_point_id"":10355,""name"":""Daet, Philippines"",""latlon"":""14.116617,122.949899""},{""landing_point_id"":4966,""name"":""Hermosa Beach, California, United States"",""latlon"":""33.862237,-118.399546""},{""landing_point_id"":5887,""name"":""Maruyama, Japan"",""latlon"":""35.037517,139.816956""},{""landing_point_id"":5883,""name"":""Shima, Japan"",""latlon"":""34.336834,136.874380""}]",JUPITER,#b6b8ba,"<MultiGeometry><LineString><coordinates>141.974973658941,34.4050227507159,0 141.074974296509,32.0527080234862,0 140.399974774685,30.9013960885156,0 139.049975731037,28.1610522622209,0 137.249977006172,26.1593079707739,0 133.199979875229,22.8846541138825,0 127.799983700636,17.8239344125379,0 124.649985932124,15.2357817830358,0 123.524986729084,14.2566449945536,0 122.9500847926,14.1165216865976,0</coordinates></LineString><LineString><coordinates>140.849974455901,34.4050227507159,0 138.599976049821,33.7527698711306,0 137.699976687389,33.8462560700038,0 136.874000710018,34.3368305744122,0</coordinates></LineString><LineString><coordinates>179.999946721693,43.4011449731539,0 172.799951822237,43.4011449731539,0 160.199960748189,40.04369219283,0 149.399968399005,35.7856618995262,0 143.099972861981,34.5904558826524,0 141.974973658941,34.4050227507159,0 140.849974455901,34.4050227507159,0 139.893725133317,34.7754760757567,0 139.816967375192,35.0375188597286,0</coordinates></LineString><LineString><coordinates>-118.399451264374,33.8622326321578,0 -120.599840330598,33.7527698711306,0 -122.399839055462,33.9396400883196,0 -129.4872455337,37.5897865736031,0 -138.48723915802,41.407726237436,0 -151.087230232068,43.4011449731539,0 -179.887209889497,43.4011449731539,0</coordinates></LineString></MultiGeometry>","14,000 km",2020,"Amazon,  Facebook,  NTT,  PLDT,  PCCW,  Softbank Telecom",,
wall-li,1926,"[{""landing_point_id"":3822,""name"":""Wall Township, New Jersey, United States"",""latlon"":""40.152908,-74.062861""},{""landing_point_id"":7194,""name"":""Westbury, NY, United States"",""latlon"":""40.757107,-73.586824""}]",WALL-LI,#b6b8ba,"<MultiGeometry><LineString><coordinates>-73.5868243186531,40.7571070438698,0 -73.4623737232213,40.558480450587,0 -73.5748736435253,40.3015766579588,0 -73.7998734841333,40.215724060834,0 -74.0628615790801,40.1528306226931,0</coordinates></LineString></MultiGeometry>",95 km,June 2019,Crosslake Fibre,http://www.crosslakefibre.ca,
aurora,1924,"[{""landing_point_id"":8722,""name"":""Balboa, Panama"",""latlon"":""8.950030,-79.566679""},{""landing_point_id"":5791,""name"":""Belize City, Belize"",""latlon"":""17.495497,-88.181617""},{""landing_point_id"":5920,""name"":""Bluefields, Nicaragua"",""latlon"":""11.991776,-83.771621""},{""landing_point_id"":3842,""name"":""Cancún, Mexico"",""latlon"":""21.095666,-86.767567""},{""landing_point_id"":5693,""name"":""Cartagena, Colombia"",""latlon"":""10.387016,-75.505683""},{""landing_point_id"":8918,""name"":""Manta, Ecuador"",""latlon"":""-0.947182,-80.720835""},{""landing_point_id"":5928,""name"":""Maria Chiquita, Panama"",""latlon"":""9.437554,-79.753544""},{""landing_point_id"":5848,""name"":""Puerto Barrios, Guatemala"",""latlon"":""15.727175,-88.597162""},{""landing_point_id"":5810,""name"":""Puerto Limon, Costa Rica"",""latlon"":""9.988579,-83.037698""},{""landing_point_id"":3779,""name"":""Sarasota, Florida, United States"",""latlon"":""27.338876,-82.539627""},{""landing_point_id"":5850,""name"":""Trujillo, Honduras"",""latlon"":""15.915102,-85.954683""},{""landing_point_id"":3331,""name"":""Valparaíso, Chile"",""latlon"":""-33.045775,-71.620479""}]",AURORA,#b6b8ba,"<MultiGeometry><LineString><coordinates>-80.0998690211574,9.96791518697424,0 -79.6498693399414,10.4108165054027,0 -78.2998702962933,11.2947093195655,0 -76.0498718902133,11.1843670664368,0 -75.5057316506874,10.3867914487216,0</coordinates></LineString><LineString><coordinates>-83.0376599087487,9.9885936703727,0 -82.7998671084534,10.4108165054027,0 -80.9998683835894,10.8530896907454,0</coordinates></LineString><LineString><coordinates>-83.7715461076069,11.9916824979547,0 -83.4748666302774,11.9558582071149,0 -82.7998671084534,11.7356501614058,0 -80.9998683835894,11.7356501614058,0</coordinates></LineString><LineString><coordinates>-87.2998639206134,16.9651025994359,0 -87.7498636018294,16.5341961982597,0 -88.0873633627414,16.102325595803,0 -88.5971347301302,15.7272375411234,0</coordinates></LineString><LineString><coordinates>-86.3998645581814,16.9651025994359,0 -86.0623647972694,16.5341961982597,0 -85.954698857916,15.9152447405197,0</coordinates></LineString><LineString><coordinates>-87.5498637435112,17.7168021790088,0 -88.1821875143171,17.4963852048391,0</coordinates></LineString><LineString><coordinates>-86.3998645581814,21.0589566064163,0 -86.5123644784854,21.0589110394896,0 -86.767588907057,21.095724564803,0</coordinates></LineString><LineString><coordinates>-82.5396255935922,27.3388741450648,0 -83.2498667896694,25.3487174221168,0 -85.0498655145334,23.7112581424844,0 -85.7248650363574,22.6772061965829,0 -86.2873646378774,21.6352973848595,0 -86.3998645581814,21.0589566064163,0 -86.3998645581814,20.7963061051089,0 -86.5123644784854,20.3750412534655,0 -87.2998639206134,18.2518163190283,0 -87.5498637435112,17.7168021790088,0 -87.2998639206134,16.9651025994359,0 -86.3998645581814,16.9651025994359,0 -85.0498655145334,17.1801872874814,0 -83.6998664708854,17.1801872874814,0 -82.3498674272374,16.102325595803,0 -80.9998683835894,13.9293038432719,0 -80.9998683835894,11.7356501614058,0 -80.9998683835894,10.8530896907454,0 -80.0998690211574,9.96791518697424,0 -79.7534764442795,9.43772136833017,0 -79.5666174457928,8.95031649141133,0 -79.1998696587254,8.19054341779558,0 -78.7498699775093,7.29876275445962,0 -79.1998696587254,5.06198695441612,0 -81.4498680648054,2.36791255870535,0 -82.3498674272374,0.568578852526363,0 -83.6998664708854,-1.2313157502174,0 -84.5998658333174,-3.02999596800863,0 -84.5998658333174,-6.61665069347535,0 -83.2498667896694,-11.5033338459843,0 -78.7498699775093,-18.4538137757772,0 -75.1498725277813,-27.1538312853916,0 -72.8998741217013,-31.8514656655771,0 -71.6204316686953,-33.0455404466311,0</coordinates></LineString><LineString><coordinates>-82.3498674272374,0.568578852526363,0 -81.1123683038934,-0.331409329660171,0 -80.7161283502185,-0.949726620625963,0</coordinates></LineString></MultiGeometry>",n.a.,Q1 2020,FP Telecommunications,http://fptelecoms.com/,
crosslake-fibre,1925,"[{""landing_point_id"":3569,""name"":""Buffalo, New York, United States"",""latlon"":""42.885438,-78.878459""},{""landing_point_id"":3033,""name"":""Toronto, ON, Canada"",""latlon"":""43.648561,-79.385319""}]",Crosslake Fibre,#b6b8ba,"<MultiGeometry><LineString><coordinates>-79.3853187461015,43.6446261391198,0 -79.0873697384213,43.4828278809038,0 -78.9186198579654,43.2374483524409,0 -78.8623698978134,43.0733107830033,0 -78.8784587536034,42.8854369798665,0</coordinates></LineString></MultiGeometry>",131 km,September 2018,Crosslake Fibre,http://www.crosslakefibre.ca,
eastern-light,1710,"[{""landing_point_id"":7694,""name"":""Hanko, Finland"",""latlon"":""59.823211,22.968221""},{""landing_point_id"":3064,""name"":""Helsinki, Finland"",""latlon"":""60.171075,24.932490""},{""landing_point_id"":4552,""name"":""Kotka, Finland"",""latlon"":""60.501043,26.883563""},{""landing_point_id"":3063,""name"":""Stockholm, Sweden"",""latlon"":""59.332208,18.062852""}]",Eastern Light,#b6b8ba,"<MultiGeometry><LineString><coordinates>18.0627567520176,59.3323082610704,0 18.9000608463635,59.3944892668568,0 20.2500598900115,59.5658834634297,0 21.3750590930515,59.6796637072089,0 22.7250581366995,59.7364093840784,0 22.9667571842276,59.8234094268152,0 23.1750578179155,59.7364093840784,0 23.8500573397395,59.7364093840784,0 24.4125569412595,59.8496123850215,0 24.9324784479423,60.1711634609618,0 25.2000563833876,60.0748679964232,0 26.1000557458195,60.0748679964232,0 26.7750552676436,60.2985955349912,0 26.8836489407148,60.5011405607551,0</coordinates></LineString></MultiGeometry>",n.a.,2018,Eastern Light,https://www.easternlight.se,
gtmo-pr,1918,"[{""landing_point_id"":17027,""name"":""Guantanamo Bay, Cuba"",""latlon"":""19.939612,-75.158161""},{""landing_point_id"":17029,""name"":""Punta Salina, PR, United States"",""latlon"":""18.472999,-66.185753""}]",GTMO-PR,#b6b8ba,"<MultiGeometry><LineString><coordinates>-66.1857553428898,18.4729944863519,0 -66.4873786643733,18.9980675259491,0 -67.0498782658933,19.4230081555819,0 -69.2998766719733,20.2695440359297,0 -70.1165386910985,20.3281624835309,0 -71.5498750780533,20.4804663759758,0 -73.3498738029173,20.4804663759758,0 -73.8561234442853,20.3750412534655,0 -74.0350783956369,20.1831788882102,0 -74.2498731653493,19.9526229051643,0 -74.6998728465653,19.6880344912414,0 -74.9248726871733,19.740941407096,0 -75.1581610961284,19.9396105155963,0</coordinates></LineString></MultiGeometry>","1,200 km",2018,U.S. Government,,
gtmo-1,1917,"[{""landing_point_id"":17028,""name"":""Dania Beach, FL, United States"",""latlon"":""26.052317,-80.143943""},{""landing_point_id"":17027,""name"":""Guantanamo Bay, Cuba"",""latlon"":""19.939612,-75.158161""}]",GTMO-1,#8cc740,"<MultiGeometry><LineString><coordinates>-80.1439424762634,26.0523108562831,0 -79.7623692602454,25.9571799787644,0 -78.4123702165973,26.1593079707739,0 -77.5123708541653,25.7547042634152,0 -76.8311701648593,25.8133229612966,0 -76.2406432394441,25.4976529330917,0 -75.5998722089973,24.9413631717539,0 -74.9248726871733,24.4302719280487,0 -74.6998728465653,24.0199002034326,0 -74.5873729262613,23.7112581424844,0 -74.5873729262613,23.2985980658759,0 -74.6998728465653,22.8846541138825,0 -74.4748730059573,22.0529856166776,0 -74.0248733247413,21.216397899942,0 -73.9123734044373,20.7963061051089,0 -74.0248244966509,20.3750412534655,0 -74.0913283557889,20.1831788882102,0 -74.3061231255013,19.9526229051643,0 -74.6998728465653,19.740987365525,0 -74.9248726871733,19.7938307970141,0 -75.1581610961284,19.9396105155963,0</coordinates></LineString></MultiGeometry>","1,528 km",2016,U.S. Government,,
north-sea-connect,1912,"[{""landing_point_id"":3250,""name"":""Esbjerg, Denmark"",""latlon"":""55.465218,8.456899""},{""landing_point_id"":4495,""name"":""Newcastle, United Kingdom"",""latlon"":""54.978255,-1.617778""}]",North Sea Connect,#b6b8ba,"<MultiGeometry><LineString><coordinates>8.45690418189366,55.4652221918039,0 8.10006849717941,55.4623501880984,0 7.65006881596338,55.4623501880984,0 3.15007200380337,55.3345806132291,0 -0.89992512714068,55.0778007216477,0 -1.61778350532181,54.9782507622774,0</coordinates></LineString></MultiGeometry>",700 km,2019,Aqua Comms,http://www.aquacomms.com,
celtixconnect-2,1911,"[{""landing_point_id"":8408,""name"":""Blackpool, United Kingdom"",""latlon"":""53.808663,-3.050749""},{""landing_point_id"":3077,""name"":""Dublin, Ireland"",""latlon"":""53.348043,-6.248257""}]",CeltixConnect-2,#b6b8ba,"<MultiGeometry><LineString><coordinates>-6.24831001016966,53.3481255653311,0 -5.62492177990872,53.4016077127077,0 -3.59992321443669,53.635715156995,0 -3.05075368159856,53.8089773090791,0</coordinates></LineString></MultiGeometry>",n.a.,2019,Aqua Comms,http://www.aquacomms.com,
cobracable,1904,"[{""landing_point_id"":5916,""name"":""Eemshaven, Netherlands"",""latlon"":""53.442806,6.816019""},{""landing_point_id"":16951,""name"":""Endrup, Denmark"",""latlon"":""55.523115,8.718386""}]",COBRAcable,#b6b8ba,"<MultiGeometry><LineString><coordinates>8.71839081306034,55.5231158776334,0 8.10006849717941,55.5260801878887,0 7.65006881596338,55.3985170257568,0 6.9750692941394,54.0340382567242,0 6.81602399665233,53.4428022506213,0</coordinates></LineString></MultiGeometry>",326 km,2019,"TenneT,  Energinet.dk",https://relined.eu/en/cobra-fiber-optic-cable/,
kanawa,1914,"[{""landing_point_id"":8833,""name"":""Kourou, French Guiana"",""latlon"":""5.168293,-52.645550""},{""landing_point_id"":17024,""name"":""Schoelcher, Martinique"",""latlon"":""14.629007,-61.112135""}]",Kanawa,#b6b8ba,"<MultiGeometry><LineString><coordinates>-61.1121383316189,14.6290016260852,0 -61.1998335819948,14.474609432069,0 -61.0873824897812,14.3656537592285,0 -60.9748825694772,14.3656537592285,0 -59.8498833664372,13.9293038432719,0 -58.0498846415732,12.6153955673934,0 -54.8998868730611,9.52441134501959,0 -52.8748883075891,5.95781868108861,0 -52.6455549739573,5.16830006344084,0</coordinates></LineString></MultiGeometry>","1,745 km",September 2018,Orange,,
fly-lion3,1915,"[{""landing_point_id"":10123,""name"":""Kaweni, Mayotte"",""latlon"":""-12.817099,45.165854""},{""landing_point_id"":4227,""name"":""Moroni, Comoros"",""latlon"":""-11.700693,43.243394""}]",FLY-LION3,#b6b8ba,"<MultiGeometry><LineString><coordinates>43.2433053201307,-11.7005865282161,0 43.1437936718757,-11.9439449317469,0 43.3125435523317,-12.1639836807804,0 43.5375433929397,-12.1639836807804,0 43.8750431538517,-12.1639836807804,0 44.5500426756757,-12.6035121049713,0 45.0000423568917,-12.8229956256297,0 45.1657648957423,-12.8170918748336,0</coordinates></LineString></MultiGeometry>",400 km,2018,"Orange,  Comoros Cables,  Société Réunionnaise du Radiotéléphone",,
deep-blue-cable,1913,"[{""landing_point_id"":16979,""name"":""Arcahaie, Haiti"",""latlon"":""18.770338,-72.513094""},{""landing_point_id"":4315,""name"":""Barranquilla, Colombia"",""latlon"":""10.940434,-74.779780""},{""landing_point_id"":3563,""name"":""Boca Raton, FL, United States"",""latlon"":""26.350510,-80.088939""},{""landing_point_id"":16989,""name"":""Bodden Town, Cayman Islands"",""latlon"":""19.281690,-81.257389""},{""landing_point_id"":16995,""name"":""Cap Haitien, Haiti"",""latlon"":""19.737036,-72.206771""},{""landing_point_id"":5693,""name"":""Cartagena, Colombia"",""latlon"":""10.387016,-75.505683""},{""landing_point_id"":8838,""name"":""Chaguaramas, Trinidad and Tobago"",""latlon"":""10.686137,-61.650806""},{""landing_point_id"":3904,""name"":""Georgetown, Guyana"",""latlon"":""6.804108,-58.154910""},{""landing_point_id"":10790,""name"":""Hudishibana, Aruba"",""latlon"":""12.616678,-70.049997""},{""landing_point_id"":8832,""name"":""Jacmel, Haiti"",""latlon"":""18.237342,-72.536360""},{""landing_point_id"":3272,""name"":""Kingston, Jamaica"",""latlon"":""17.992604,-76.792132""},{""landing_point_id"":17005,""name"":""Kralendijk, Bonaire, Sint Eustatius and Saba"",""latlon"":""12.144340,-68.265549""},{""landing_point_id"":17006,""name"":""Manzanilla, Trinidad and Tobago"",""latlon"":""10.506572,-61.038148""},{""landing_point_id"":5928,""name"":""Maria Chiquita, Panama"",""latlon"":""9.437554,-79.753544""},{""landing_point_id"":7687,""name"":""Montego Bay, Jamaica"",""latlon"":""18.469361,-77.921380""},{""landing_point_id"":3708,""name"":""Naples, FL, United States"",""latlon"":""26.139096,-81.795792""},{""landing_point_id"":16990,""name"":""North West Point, Cayman Islands"",""latlon"":""19.371558,-81.411722""},{""landing_point_id"":7688,""name"":""Ocho Rios, Jamaica"",""latlon"":""18.398573,-77.103228""},{""landing_point_id"":4256,""name"":""Paramaribo, Suriname"",""latlon"":""5.824030,-55.173844""},{""landing_point_id"":4258,""name"":""Providenciales, Turks and Caicos Islands"",""latlon"":""21.851073,-72.120235""},{""landing_point_id"":5823,""name"":""Puerto Plata, Dominican Republic"",""latlon"":""19.799365,-70.691183""},{""landing_point_id"":17007,""name"":""Rockly Bay, Trinidad and Tobago"",""latlon"":""11.182451,-60.735341""},{""landing_point_id"":4262,""name"":""San Juan, PR, United States"",""latlon"":""18.466029,-66.106664""},{""landing_point_id"":4242,""name"":""Santo Domingo, Dominican Republic"",""latlon"":""18.486805,-69.940536""},{""landing_point_id"":16976,""name"":""St. Louis, Saint Martin"",""latlon"":""18.089930,-63.078150""},{""landing_point_id"":4195,""name"":""The Valley, Anguilla"",""latlon"":""18.222364,-63.038391""},{""landing_point_id"":9589,""name"":""Tortola, Virgin Islands (U.K.)"",""latlon"":""18.414784,-64.597241""},{""landing_point_id"":4275,""name"":""Willemstad, Curaçao"",""latlon"":""12.095585,-68.896470""}]",Deep Blue Cable,#b6b8ba,"<MultiGeometry><LineString><coordinates>-64.5971456284321,18.41441122627,0 -64.8357440922192,18.6285787535453,0 -65.6998792222452,18.6253513940649,0 -66.1066660434486,18.4661054185857,0</coordinates></LineString><LineString><coordinates>-57.1498852791412,8.19054341779558,0 -57.7123848806612,7.29876275445962,0 -58.1548650359541,6.8042911271978,0</coordinates></LineString><LineString><coordinates>-60.7498827288692,10.9635568577893,0 -60.0748832070452,10.6320332081178,0 -57.1498852791412,8.19054341779558,0 -56.2498859167092,7.29876275445962,0 -55.3498865542771,6.18155703253717,0 -55.1738857023953,5.82403200416243,0</coordinates></LineString><LineString><coordinates>-60.9748825694772,11.0739827812267,0 -60.7498827288692,10.9635568577893,0 -60.7498827288692,10.6873124735206,0 -61.0381515676256,10.5065741201285,0</coordinates></LineString><LineString><coordinates>-77.9623705353813,18.6786470221547,0 -77.9623705353813,18.5720390525669,0 -77.9213793534824,18.4693589455702,0</coordinates></LineString><LineString><coordinates>-74.7797556024756,10.9404503714381,0 -75.1498725277813,11.7356501614058,0 -74.9248726871733,13.0541506952987,0 -74.2498731653493,14.3656537592285,0 -73.7998734841333,15.2357817830358,0</coordinates></LineString><LineString><coordinates>-63.0383942912599,18.2223679159778,0 -63.2248809755572,18.3585770292253,0 -63.4498808161652,18.4120021572776,0 -64.3498801785972,18.4120021572776,0 -64.5971456284321,18.41441122627,0</coordinates></LineString><LineString><coordinates>-63.0383942912599,18.2223679159778,0 -63.0781403568534,18.0899277724247,0</coordinates></LineString><LineString><coordinates>-72.1123746795733,21.1114859834889,0 -72.1123746795733,20.4804663759758,0 -72.2067715853579,19.7370348922781,0</coordinates></LineString><LineString><coordinates>-70.1998760344053,20.1639750319759,0 -70.6911842801079,19.799435767745,0</coordinates></LineString></MultiGeometry>","12,000 km",Q2 2020,Deep Blue Cable,http://www.deepbluecable.com,
