year,cause,cause_label,sex,total,age_0,age_1,age_2,age_3,age_4,age_5,age_10,age_15,age_20,age_25,age_30,age_35,age_40,age_45,age_50,age_55,age_60,age_65,age_70,age_75,age_80,age_85
2011,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Male:,84,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,6,5,12,8,17,28
2011,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Female:,167,0,0,0,0,0,0,0,0,2,1,2,3,1,1,4,4,6,13,13,25,24,68
2011,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Total:,435,1,0,0,0,0,0,0,0,2,0,0,2,2,6,4,7,7,26,20,39,89,230
2011,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Male:,191,1,0,0,0,0,0,0,0,2,0,0,2,1,2,3,7,5,10,11,22,36,89
2011,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Female:,244,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,16,9,17,53,141
2011,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Total:,7,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0
2011,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Female:,7,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0
2011,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Total:,151,147,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Male:,83,81,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Female:,68,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Total:,181,77,2,4,0,0,2,2,3,6,7,6,3,4,7,5,12,13,9,1,4,6,8
2011,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Male:,94,44,2,2,0,0,1,1,3,3,4,2,1,2,2,2,7,7,6,0,0,3,2
2011,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Female:,87,33,0,2,0,0,1,1,0,3,3,4,2,2,5,3,5,6,3,1,4,3,6
2011,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Total:,119,31,4,0,0,0,0,0,3,3,1,2,0,2,1,2,1,2,4,5,4,7,47
2011,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Male:,61,23,3,0,0,0,0,0,2,3,0,1,0,0,0,2,1,1,3,1,3,4,14
2011,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Female:,58,8,1,0,0,0,0,0,1,0,1,1,0,2,1,0,0,1,1,4,1,3,33
2011,U50-Y98  20    External causes of morbidity and mortality,External causes,Total:,2025,33,11,6,4,4,2,20,131,163,134,112,114,137,138,124,117,91,79,64,88,136,317
2011,U50-Y98  20    External causes of morbidity and mortality,External causes,Male:,1280,18,6,5,3,3,0,11,92,119,89,75,76,101,108,91,89,58,53,39,51,66,127
2011,U50-Y98  20    External causes of morbidity and mortality,External causes,Female:,745,15,5,1,1,1,2,9,39,44,45,37,38,36,30,33,28,33,26,25,37,70,190
2010,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Total:,259,7,3,2,0,0,0,0,1,0,1,2,0,6,9,16,11,7,22,18,26,38,90
2010,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Male:,123,3,0,1,0,0,0,0,0,0,1,1,0,4,8,10,10,5,15,7,13,14,31
2010,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Female:,136,4,3,1,0,0,0,0,1,0,0,1,0,2,1,6,1,2,7,11,13,24,59
2010,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Total:,8664,4,2,2,3,1,7,8,12,16,16,33,86,161,274,373,560,837,1010,1167,1184,1373,1535
2010,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Male:,4537,3,0,1,2,1,4,5,9,5,7,10,35,63,121,176,288,449,553,663,680,769,693
2010,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Female:,4127,1,2,1,1,0,3,3,3,11,9,23,51,98,153,197,272,388,457,504,504,604,842
2010,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Total:,61,0,1,0,0,0,0,0,0,1,0,2,0,1,0,2,2,4,3,4,6,8,27
2010,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Male:,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,3,11
2010,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Female:,37,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,4,0,2,2,5,16
2010,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Total:,984,4,1,0,0,0,1,2,3,2,3,7,8,16,36,53,66,77,89,115,130,147,224
2010,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Male:,511,3,0,0,0,0,1,2,2,2,2,3,7,9,23,34,45,48,50,61,72,66,81
2010,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Female:,473,1,1,0,0,0,0,0,1,0,1,4,1,7,13,19,21,29,39,54,58,81,143
2010,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Total:,924,0,0,0,0,0,0,0,1,1,0,0,1,3,3,2,2,4,19,26,81,162,619
2010,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Male:,309,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,3,12,15,41,73,157
2010,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Female:,615,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,7,11,40,89,462
2010,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Total:,1115,8,0,4,2,1,2,3,3,8,6,8,13,12,18,23,34,47,61,75,138,232,417
2010,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Male:,495,4,0,3,1,1,1,2,3,6,3,4,5,7,7,9,19,23,24,39,77,118,139
2010,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Female:,620,4,0,1,1,0,1,1,0,2,3,4,8,5,11,14,15,24,37,36,61,114,278
2010,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Total:,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2010,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Female:,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2010,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Total:,10173,5,1,0,2,1,1,3,4,12,14,18,41,92,159,214,292,412,541,743,1176,1891,4551
2010,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Male:,4876,2,0,0,1,0,0,1,3,9,8,10,27,61,110,151,224,279,358,461,647,981,1543
2010,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Female:,5297,3,1,0,1,1,1,2,1,3,6,8,14,31,49,63,68,133,183,282,529,910,3008
2010,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Total:,2457,10,2,2,1,1,1,2,4,3,3,2,8,12,22,48,63,96,154,247,327,491,958
2010,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Male:,1243,7,2,2,0,1,1,1,3,2,2,1,6,5,10,26,27,47,89,133,181,271,426
2010,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Female:,1214,3,0,0,1,0,0,1,1,1,1,1,2,7,12,22,36,49,65,114,146,220,532
2010,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Total:,860,0,0,1,0,0,0,0,0,0,2,2,6,11,17,31,28,44,62,64,114,139,339
2010,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Male:,415,0,0,0,0,0,0,0,0,0,2,0,3,6,13,25,16,26,43,38,77,53,113
2010,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Female:,445,0,0,1,0,0,0,0,0,0,0,2,3,5,4,6,12,18,19,26,37,86,226
2010,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Total:,80,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,5,2,4,10,13,39
2010,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Male:,43,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,5,1,2,8,5,16
2010,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Female:,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,8,23
2010,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Total:,221,0,0,0,0,0,0,0,1,0,2,3,3,6,5,5,7,6,20,25,34,34,70
2010,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Male:,80,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,1,1,7,15,17,12,17
2010,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Female:,141,0,0,0,0,0,0,0,0,0,2,1,1,4,4,3,6,5,13,10,17,22,53
2010,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Total:,413,2,0,0,0,0,0,0,0,0,1,1,1,2,5,2,6,6,11,17,39,98,222
2010,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Male:,209,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,5,8,11,26,50,100
2010,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Female:,204,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,4,1,3,6,13,48,122
2010,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Total:,6,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0
2010,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Female:,6,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0
2010,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Total:,175,171,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Male:,100,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2010,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Female:,75,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Total:,179,81,1,3,1,0,3,3,5,4,6,5,5,5,8,7,12,6,9,3,4,4,4
2010,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Male:,104,48,0,1,1,0,2,2,1,1,3,2,4,4,7,5,9,2,4,1,4,2,1
2010,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Female:,75,33,1,2,0,0,1,1,4,3,3,3,1,1,1,2,3,4,5,2,0,2,3
2010,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Total:,1944,37,9,8,3,3,3,24,136,150,100,93,117,105,133,116,100,84,65,78,86,133,361
2010,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Male:,1216,22,5,5,2,3,3,12,95,116,71,65,94,79,96,81,75,57,39,42,52,66,136
2010,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Female:,728,15,4,3,1,0,0,12,41,34,29,28,23,26,37,35,25,27,26,36,34,67,225
2009,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Total:,281,13,0,1,0,0,0,1,0,1,0,1,5,5,10,10,12,10,18,19,28,58,89
2009,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Male:,139,9,0,0,0,0,0,1,0,1,0,1,3,2,6,7,8,3,11,13,13,32,29
2009,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Female:,142,4,0,1,0,0,0,0,0,0,0,0,2,3,4,3,4,7,7,6,15,26,60
2009,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Total:,8500,5,2,1,1,1,6,6,13,9,28,37,78,152,256,427,553,782,981,1164,1231,1304,1463
2009,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Male:,4429,3,1,0,1,1,2,2,10,5,13,18,27,57,106,178,281,419,541,674,724,719,647
2009,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Female:,4071,2,1,1,0,0,4,4,3,4,15,19,51,95,150,249,272,363,440,490,507,585,816
2009,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Total:,66,3,0,0,0,0,0,0,0,1,0,0,2,2,3,0,2,5,6,6,4,7,25
2009,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Male:,32,2,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,3,3,4,2,2,9
2009,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Female:,34,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,2,2,5,16
2009,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Total:,1183,7,0,2,1,0,1,0,6,4,8,5,12,18,37,51,56,99,104,139,174,174,285
2009,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Male:,645,4,0,0,1,0,0,0,1,1,6,4,6,10,24,35,38,62,66,82,112,95,98
2009,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Female:,538,3,0,2,0,0,1,0,5,3,2,1,6,8,13,16,18,37,38,57,62,79,187
2009,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Total:,897,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,4,11,12,25,72,183,582
2009,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Male:,299,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,8,11,41,77,152
2009,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Female:,598,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,4,4,4,14,31,106,430
2009,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Total:,1169,3,2,0,3,1,4,8,9,5,8,6,14,12,19,22,29,51,51,90,176,242,414
2009,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Male:,531,1,1,0,0,0,3,3,6,4,4,4,10,9,12,10,14,23,26,47,92,113,149
2009,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Female:,638,2,1,0,3,1,1,5,3,1,4,2,4,3,7,12,15,28,25,43,84,129,265
2009,H00-H59  7     Diseases of the eye and adnexa                                                                                                                                                           ,Other,Total:,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,H00-H59  7     Diseases of the eye and adnexa                                                                                                                                                           ,Other,Female:,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Total:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Male:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Total:,10372,3,0,1,1,0,0,3,4,9,16,27,40,81,155,221,255,446,589,803,1208,1894,4616
2009,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Male:,5018,1,0,0,0,0,0,2,3,6,11,22,25,63,108,158,189,324,407,502,706,931,1560
2009,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Female:,5354,2,0,1,1,0,0,1,1,3,5,5,15,18,47,63,66,122,182,301,502,963,3056
2009,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Total:,2564,11,4,0,1,0,3,2,7,5,2,10,10,16,22,48,72,107,193,245,333,507,966
2009,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Male:,1242,9,0,0,0,0,1,1,6,2,2,2,6,7,11,23,38,54,92,112,196,266,414
2009,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Female:,1322,2,4,0,1,0,2,1,1,3,0,8,4,9,11,25,34,53,101,133,137,241,552
2009,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Total:,933,0,0,0,0,0,0,1,1,2,1,4,3,9,15,31,26,51,72,83,115,163,356
2009,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Male:,447,0,0,0,0,0,0,0,0,1,0,2,2,4,3,24,18,27,41,48,68,82,127
2009,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Female:,486,0,0,0,0,0,0,1,1,1,1,2,1,5,12,7,8,24,31,35,47,81,229
2009,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Total:,95,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,7,14,20,42
2009,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Male:,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,2,8,10
2009,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Female:,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,4,12,12,32
2009,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Total:,235,0,0,0,0,0,1,1,2,0,2,3,2,2,4,7,11,10,24,16,35,31,84
2009,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Male:,81,0,0,0,0,0,0,1,0,0,2,1,1,2,2,1,3,3,10,7,14,8,26
2009,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Female:,154,0,0,0,0,0,1,0,2,0,0,2,1,0,2,6,8,7,14,9,21,23,58
2009,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Total:,516,0,0,0,0,0,0,0,0,0,1,0,0,4,9,4,10,16,22,25,52,95,278
2009,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Male:,242,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,8,7,13,9,37,52,107
2009,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Female:,274,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,9,9,16,15,43,171
2009,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Total:,11,0,0,0,0,0,0,0,0,0,4,3,3,1,0,0,0,0,0,0,0,0,0
2009,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Female:,11,0,0,0,0,0,0,0,0,0,4,3,3,1,0,0,0,0,0,0,0,0,0
2009,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Total:,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Male:,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Female:,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Total:,172,69,6,4,3,0,1,5,5,6,4,5,4,7,3,7,8,15,6,1,4,4,5
2009,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Male:,85,34,5,3,1,0,0,2,3,3,2,2,2,3,1,3,4,7,3,0,2,2,3
2009,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Female:,87,35,1,1,2,0,1,3,2,3,2,3,2,4,2,4,4,8,3,1,2,2,2
2009,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Total:,143,38,5,1,0,0,0,0,4,1,3,2,1,0,4,0,2,1,0,1,3,11,66
2009,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Male:,56,20,3,1,0,0,0,0,1,1,2,2,0,0,2,0,2,0,0,1,2,7,12
2009,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Female:,87,18,2,0,0,0,0,0,3,0,1,0,1,0,2,0,0,1,0,0,1,4,54
2009,U50-Y98  20    External causes of morbidity and mortality,External causes,Total:,1915,30,13,4,10,5,18,26,136,164,97,123,121,129,128,125,88,95,52,56,89,114,292
2009,U50-Y98  20    External causes of morbidity and mortality,External causes,Male:,1263,22,9,1,5,4,9,15,101,132,65,106,92,92,92,100,61,70,36,37,48,53,113
2009,U50-Y98  20    External causes of morbidity and mortality,External causes,Female:,652,8,4,3,5,1,9,11,35,32,32,17,29,37,36,25,27,25,16,19,41,61,179
2008,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Total:,222,8,4,1,0,1,1,0,0,0,1,4,2,4,6,7,9,10,8,19,27,35,75
2008,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Male:,105,4,3,0,0,1,0,0,0,0,0,4,2,2,5,5,6,6,8,8,18,14,19
2008,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Female:,117,4,1,1,0,0,1,0,0,0,1,0,0,2,1,2,3,4,0,11,9,21,56
2008,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Total:,8613,2,2,5,1,0,10,13,12,17,26,35,86,135,237,363,589,850,1019,1151,1347,1305,1408
2008,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Male:,4583,1,2,1,1,0,3,5,7,9,14,15,30,50,113,158,274,439,592,670,800,757,642
2008,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Female:,4030,1,0,4,0,0,7,8,5,8,12,20,56,85,124,205,315,411,427,481,547,548,766
2008,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Total:,53,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,5,5,5,4,25
2008,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Male:,27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,2,2,2,4,9
2008,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Female:,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,16
2008,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Total:,1177,2,3,1,2,0,0,1,3,3,6,7,18,18,23,46,89,92,116,142,175,183,247
2008,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Male:,609,1,2,1,0,0,0,1,3,2,3,3,10,10,14,31,55,57,64,72,98,90,92
2008,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Female:,568,1,1,0,2,0,0,0,0,1,3,4,8,8,9,15,34,35,52,70,77,93,155
2008,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Total:,889,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,7,9,28,71,176,592
2008,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Male:,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,11,34,75,142
2008,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Female:,619,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,5,5,17,37,101,450
2008,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Total:,1130,4,3,2,0,0,3,3,7,6,7,11,9,14,18,26,41,42,59,97,141,243,394
2008,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Male:,499,1,2,2,0,0,2,1,6,4,5,7,4,9,14,12,20,21,33,54,68,111,123
2008,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Female:,631,3,1,0,0,0,1,2,1,2,2,4,5,5,4,14,21,21,26,43,73,132,271
2008,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Total:,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2008,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Male:,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2008,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Total:,10535,6,1,1,1,1,4,3,11,8,8,21,62,108,141,196,320,395,578,751,1307,2002,4610
2008,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Male:,5012,3,0,0,1,1,2,3,8,4,6,13,45,75,100,151,220,282,384,464,746,1023,1481
2008,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Female:,5523,3,1,1,0,0,2,0,3,4,2,8,17,33,41,45,100,113,194,287,561,979,3129
2008,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Total:,2622,10,2,1,0,3,3,1,2,3,4,3,6,15,29,37,72,112,162,263,405,494,995
2008,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Male:,1273,8,0,0,0,1,2,1,1,2,1,1,1,10,14,13,33,68,67,138,228,250,434
2008,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Female:,1349,2,2,1,0,2,1,0,1,1,3,2,5,5,15,24,39,44,95,125,177,244,561
2008,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Total:,860,2,1,0,0,0,1,0,0,0,3,2,5,7,15,30,39,48,60,70,106,154,317
